Bolivia,Santa Rita,-17.9666667,-63.3499985
Bolivia,Santiago del Torno,-17.9833333,-63.3833351
Bolivia,Portachuelo,-17.35,-63.4000015
Bolivia,Limoncito,-18.0166667,-63.4000015
Bolivia,Los Negros,-17.7333333,-63.4333344
Bolivia,Jorochito,-18.05,-63.4333344
Bolivia,Abapo,-18.8333333,-63.4666672
Bolivia,Villamontes,-21.25,-63.5
Bolivia,Camiri,-20.05,-63.5166664
Venezuela,Ciudad Bolivar,8.1222222,-63.5497208
Canada,Halifax,44.6519862,-63.5968475
Bolivia,Buena Vista,-17.45,-63.6666679
Bolivia,Yacuiba,-22.0333333,-63.6833344
Bolivia,San Juan del Surutu,-17.4833333,-63.7000008
Argentina,General Pico,-35.6666667,-63.7333336
Bolivia,San Carlos,-17.4,-63.75
Argentina,Tartagal,-22.5333333,-63.8166656
Bolivia,Villa Yapacani,-17.4,-63.8333321
Venezuela,Porlamar,10.95,-63.8499985
Venezuela,La Asuncion,11.0333333,-63.8627777
Bolivia,Samaipata,-18.15,-63.8666649
Brazil,Porto Velho,-8.7619444,-63.9038887
Bolivia,Mairana,-18.1166667,-63.9333344
Bolivia,Monteagudo,-19.8166667,-63.9833336
Argentina,Rio Tercero,-32.1833333,-64.0999985
Bolivia,Vallegrande,-18.4897222,-64.1069412
Venezuela,San Jose de Guanipa,8.8933333,-64.1591644
Venezuela,Cumana,10.4666667,-64.1666641
Argentina,Cordoba,-31.4,-64.1833344
Bolivia,Entre Rios,-21.5333333,-64.1999969
Venezuela,El Tigre,8.8925,-64.2527771
Argentina,Santiago del Estero,-27.7833333,-64.2666702
Argentina,Santa Rosa,-36.6166667,-64.2833328
Bolivia,Padilla,-19.3,-64.3000031
Argentina,San Ramon de la Nueva Oran,-23.1322304,-64.3259811
Argentina,Rio Cuarto,-33.1333333,-64.3499985
Venezuela,Cantaura,9.3105556,-64.3594437
Argentina,Alta Gracia,-31.6666667,-64.4333344
Venezuela,Anaco,9.4388889,-64.4727783
Bolivia,Comarapa,-17.9,-64.4833298
Argentina,Villa Carlos Paz,-31.4,-64.5166702
Venezuela,Puerto La Cruz,10.2166667,-64.6166687
Venezuela,Barcelona,10.1333333,-64.6999969
Bolivia,San Ramon,-13.2833333,-64.7166672
Bolivia,Tarija,-21.5354857,-64.7295532
Argentina,Libertador General San Martin,-23.8,-64.8000031
Canada,Moncton,46.1159434,-64.8018646
Argentina,San Pedro,-24.2333333,-64.8666687
Bolivia,Trinidad,-14.8333333,-64.9000015
Bolivia,Tarabuco,-19.1666667,-64.9166641
Argentina,Puerto Madryn,-42.7666667,-65.0500031
Argentina,Rawson,-43.3,-65.0999985
Bolivia,Chimore,-16.9833333,-65.1333313
Bolivia,Aiquile,-18.1666667,-65.1666641
Bolivia,Camargo,-20.65,-65.2166672
Argentina,San Miguel de Tucuman,-26.8166667,-65.2166672
Bolivia,Sucre,-19.0430556,-65.2591629
Argentina,San Salvador de Jujuy,-24.1833333,-65.3000031
Argentina,Trelew,-43.2489539,-65.3050537
Venezuela,Zaraza,9.35,-65.3166656
Bolivia,Mizque,-17.9333333,-65.3166656
Bolivia,Guayaramerin,-10.8,-65.3833313
Argentina,Salta,-24.7833333,-65.4166641
Bolivia,Betanzos,-19.5505556,-65.453331
Argentina,Purmamarca,-23.7333333,-65.4833298
Bolivia,Villazon,-22.1,-65.5999985
Argentina,Campo Quijano,-24.9166667,-65.6500015
Bolivia,Tupiza,-21.45,-65.7166672
Bolivia,Potosi,-19.5836111,-65.7530594
Bolivia,Arani,-17.5666667,-65.7666702
Argentina,San Fernando del Valle de Catamarca,-28.4666667,-65.7833328
Bolivia,Punata,-17.55,-65.8333359
Bolivia,Colomi,-17.35,-65.8666687
Bolivia,Cliza,-17.6,-65.9333344
Argentina,Santa Rosa de Tastil,-24.4333333,-65.9499969
Argentina,Cafayate,-26.0833333,-65.9666672
Venezuela,Valle de La Pascua,9.2166667,-66
Bolivia,Tarata,-17.6166667,-66.0166702
Canada,Saint John,45.2593501,-66.0377426
Bolivia,Santa Barbara,-20.9166667,-66.0500031
Bolivia,Riberalta,-10.9833333,-66.0999985
Bolivia,Cochabamba,-17.3833333,-66.1500015
Bolivia,Capinota,-17.7166667,-66.2333298
Bolivia,Atocha,-20.9333333,-66.2333298
Bolivia,Irpa Irpa,-17.7166667,-66.2666702
Argentina,San Antonio de los Cobres,-24.1833333,-66.3499985
Argentina,San Luis,-33.3,-66.3499985
Venezuela,Altagracia de Orituco,9.8622222,-66.3805542
Canada,Sept-Iles,50.2001125,-66.3820801
Bolivia,Sipe Sipe,-17.45,-66.3833313
Venezuela,Guatire,10.4666667,-66.5333328
Venezuela,Guarenas,10.4666667,-66.6166687
Bolivia,Llallagua,-18.4166667,-66.6333313
Venezuela,Santa Teresa,10.2313889,-66.6636124
Canada,Fredericton,45.9454148,-66.6655807
Venezuela,Caucaguito,10.4833333,-66.7333298
Bolivia,Challapata,-18.9,-66.7666702
Venezuela,Ocumare del Tuy,10.1216667,-66.7716675
Venezuela,La Dolorita,10.4905556,-66.7833328
Venezuela,Petare,10.4833333,-66.8166656
Venezuela,El Hatillo,10.4333333,-66.8166656
Venezuela,El Cafetal,10.4666667,-66.827774
Venezuela,Caraballeda,10.6166667,-66.8333359
Venezuela,Los Dos Caminos,10.5166667,-66.8333359
Bolivia,Uyuni,-20.4666667,-66.8333359
Venezuela,Chacao,10.5,-66.8499985
Bolivia,San Borja,-14.8166667,-66.8499985
Bolivia,Huanuni,-18.2666667,-66.8499985
Argentina,La Rioja,-29.4333333,-66.8499985
Venezuela,Charallave,10.2483333,-66.8566666
Venezuela,Baruta,10.4333333,-66.8833313
Bolivia,Santa Rosa,-14.1666667,-66.8833313
Venezuela,Cua,10.1622222,-66.8852768
Venezuela,Caracas,10.5,-66.9166641
Venezuela,San Antonio de Los Altos,10.3666667,-66.9333344
Bolivia,Colchani,-20.3,-66.9333344
Venezuela,La Guaira,10.599011,-66.9346008
Venezuela,Maiquetia,10.6,-66.9499969
Bolivia,Poopo,-18.3666667,-66.9666672
Venezuela,Carrizal,10.35,-66.9833298
Venezuela,Catia La Mar,10.6,-67.0333328
Bolivia,Machacamarca,-18.1666667,-67.0333328
Bolivia,Colquiri,-17.4166667,-67.1333313
Bolivia,Oruro,-17.9833333,-67.1500015
Venezuela,Las Tejerias,10.25,-67.1666641
Bolivia,Quime,-16.9833333,-67.2166672
Venezuela,La Victoria,10.2333333,-67.3333359
Venezuela,San Juan de los Morros,9.9111111,-67.3583298
Bolivia,Reyes,-14.3166667,-67.3833313
Venezuela,San Mateo,10.2166667,-67.4166641
Venezuela,Calabozo,8.9344444,-67.4266663
Venezuela,Cagua,10.1833333,-67.4499969
Venezuela,San Fernando Apure,7.8966667,-67.4672241
Venezuela,Turmero,10.2333333,-67.4833298
Venezuela,Villa de Cura,10.0333333,-67.4833298
Argentina,Comodoro Rivadavia,-45.8666667,-67.5
Bolivia,Tomas Barron,-17.5833333,-67.5166702
Bolivia,Chulumani,-16.4096164,-67.526268
Bolivia,Rurrenabaque,-14.4412467,-67.5278091
Venezuela,Palo Negro,10.1738889,-67.5419464
Bolivia,Viloco,-16.95,-67.5500031
Argentina,General Roca,-39.0333333,-67.5833359
Bolivia,Coripata,-16.3,-67.5999985
Venezuela,Puerto Ayacucho,5.6638889,-67.6236115
Venezuela,El Limon,10.3091667,-67.6324997
Bolivia,Lahuachaca,-17.3666667,-67.6666641
Venezuela,Mariara,10.2983333,-67.7161102
Bolivia,Coroico,-16.188892,-67.7271347
Venezuela,Guigue,10.0852778,-67.7791672
Venezuela,San Joaquin,10.2625,-67.7922211
Brazil,Rio Branco,-9.9747222,-67.8099976
Venezuela,Guacara,10.2297222,-67.8738861
Bolivia,Patacamaya,-17.2333333,-67.9166641
Venezuela,Tacarigua,10.09,-67.9197235
Venezuela,Valencia,10.1805556,-68.003891
Venezuela,Puerto Cabello,10.4730556,-68.0124969
Argentina,Neuquen,-38.95,-68.0666656
Bolivia,La Paz,-16.5,-68.1500015
Bolivia,Mapiri,-15.25,-68.1666641
Venezuela,Moron,10.4888889,-68.2002792
Argentina,Ushuaia,-54.8,-68.3000031
Venezuela,Tinaquillo,9.9186111,-68.3047256
Argentina,San Rafael,-34.6,-68.3333359
Argentina,San Martin,-33.0666667,-68.4666672
Argentina,San Juan,-31.5375,-68.5363922
Venezuela,Nirgua,10.155,-68.5630569
Venezuela,San Carlos,9.6666667,-68.5999985
Bolivia,Sorata,-15.7666667,-68.6333313
Bolivia,Achacachi,-16.05,-68.6833344
Bolivia,Huatajata,-16.2,-68.6833344
Bolivia,Tiahuanaco,-16.55,-68.6999969
Venezuela,El Diario de Yaracuy,10.341692,-68.7328033
Bolivia,Cobija,-11.0333333,-68.7333298
Venezuela,San Felipe,10.3405556,-68.7372208
Argentina,Mendoza,-32.8833333,-68.8166656
Bolivia,San Pablo,-16.2166667,-68.8333359
Bolivia,San Pedro,-16.2333333,-68.8499985
Venezuela,Chivacoa,10.1602778,-68.8949966
Chile,Calama,-22.4666667,-68.9333344
Bolivia,Copacabana,-16.15,-69.0833359
Peru,Yunguyo,-16.25,-69.0833359
Venezuela,Villa Bruzual,9.3327778,-69.1208344
Venezuela,Yaritagua,10.08,-69.1261139
Bolivia,Isla del Sol,-16.0166667,-69.1500015
Peru,Puerto Maldonado,-12.6,-69.1833344
Peru,Tambopata,-12.7333333,-69.1833344
Venezuela,Acarigua,9.5597222,-69.2019424
Venezuela,Araure,9.5666667,-69.2166672
Argentina,Rio Gallegos,-51.6333333,-69.2166672
Argentina,Cutral-Co,-38.9333333,-69.2333298
Venezuela,Los Rastrojos,10.0227778,-69.2444458
Venezuela,Barquisimeto,10.0738889,-69.3227768
Venezuela,Quibor,9.9255556,-69.6202774
Peru,Ilave,-16.0833333,-69.6666641
Venezuela,Coro,11.4091667,-69.6672211
Venezuela,Guanare,9.05,-69.75
Venezuela,El Tocuyo,9.7861111,-69.789444
Peru,Puno,-15.8333333,-70.0333328
Chile,Diego de Almagro,-26.3666667,-70.0500031
Venezuela,Carora,10.1777778,-70.0805588
Peru,Juliaca,-15.5,-70.1333313
Chile,Iquique,-20.2166667,-70.1666641
Venezuela,Punto Fijo,11.6997222,-70.1991653
Chile,Tocopilla,-22.0833333,-70.1999969
Venezuela,Punta Cardon,11.6580556,-70.2149963
Venezuela,Alto Barinas,8.5944444,-70.2222214
Peru,Tacna,-18.0055556,-70.2483368
Chile,Arica,-18.4833333,-70.3333359
Chile,Copiapo,-27.3666667,-70.3333359
Chile,Antofagasta,-23.65,-70.4000015
Venezuela,Barinitas,8.7622222,-70.4111099
Venezuela,Trujillo,9.3666667,-70.4333344
Chile,Taltal,-25.4,-70.4833298
Chile,vina causino,-33.6166667,-70.5833359
Peru,Ayaviri,-14.8863889,-70.5888901
Chile,Los Andes,-32.8336862,-70.5982742
Venezuela,Valera,9.3177778,-70.6036148
Chile,Santiago,-33.45,-70.6666641
Chile,Machali,-34.1833333,-70.6666641
Chile,Vicuna,-30.0319444,-70.7080536
Chile,San Bernardo,-33.6,-70.7166672
Venezuela,Guasdalito,7.2472222,-70.7294464
Chile,San Felipe,-32.75,-70.7333298
Chile,Graneros,-34.0666667,-70.7333298
Chile,Buin,-33.7333333,-70.75
Chile,Paine,-33.8166667,-70.75
Chile,Rancagua,-34.1666667,-70.75
Chile,Vallenar,-28.5708333,-70.7580566
Colombi,Arauca,7.0902778,-70.7616653
Chile,Rengo,-34.4166667,-70.8666687
Chile,Lampa,-33.2833333,-70.9000015
Chile,Penaflor,-33.6166667,-70.9166641
Chile,Punta Arenas,-53.15,-70.9166641
Chile,Talagante,-33.6666667,-70.9333344
Peru,Moquegua,-17.1955556,-70.9352798
Chile,Monte Patria,-30.6919444,-70.9466629
Chile,Llaillay,-32.85,-70.9666672
Chile,Salamanca,-31.775,-70.9722214
Chile,El Monte,-33.6833333,-71.0166702
United States,South Boston,42.3334312,-71.0494919
Chile,Chimbarongo,-34.7,-71.0500031
United States,Boston,42.3584308,-71.0597763
Chile,San Vicente,-34.4333333,-71.0833359
Venezuela,Mucumpiz,8.4166667,-71.1333313
Venezuela,Merida,8.5983333,-71.1449966
Chile,Illapel,-31.6308333,-71.1652756
Canada,Levis,46.8032615,-71.1779327
Chile,Ovalle,-30.5983333,-71.2002792
Canada,Quebec,46.8122791,-71.2145386
Chile,Hacienda La Calera,-32.7833333,-71.2166672
Chile,Melipilla,-33.7,-71.2166672
Peru,Sicuani,-14.2694444,-71.2261124
Chile,La Ligua,-32.4524177,-71.2310562
Chile,Curico,-34.9833333,-71.2333298
Venezuela,Ejido,8.5513889,-71.2375031
Chile,La Serena,-29.9077778,-71.2541656
Venezuela,Lagunillas,10.1408333,-71.2613907
Chile,Quillota,-32.8833333,-71.2666702
Chile,Limache,-33.0166667,-71.2666702
Chile,Molina,-35.1166667,-71.2833328
Argentina,San Carlos de Bariloche,-41.15,-71.3000031
Peru,Ilo,-17.6394444,-71.3375015
Chile,Coquimbo,-29.9533333,-71.3436127
Chile,Santa Cruz,-34.6333333,-71.3666687
Chile,Villa Alemana,-33.0422222,-71.3733368
Argentina,Villa Catedral,-41.1673478,-71.4387741
Venezuela,Cabimas,10.4019444,-71.4461136
Chile,Quilpue,-33.045,-71.4494476
Chile,San Clemente,-35.55,-71.4833298
Venezuela,Santa Rita,10.5380556,-71.5169449
Peru,Arequipa,-16.3988889,-71.5350037
Chile,Vina del Mar,-33.0229137,-71.552536
Chile,Linares,-35.85,-71.5999985
Chile,San Antonio,-33.5933333,-71.621666
Chile,Valparaiso,-33.0393202,-71.6272583
Venezuela,Maracaibo,10.6316667,-71.6405563
Canada,Alma,48.5500931,-71.6491013
Venezuela,El Vigia,8.6219444,-71.6505585
Chile,Talca,-35.4333333,-71.6666641
Haiti,Ouanaminthe,19.55,-71.7333298
Haiti,Anse-a-Pitres,18.05,-71.75
Chile,San Javier,-35.6,-71.75
Haiti,Ferrier,19.6166667,-71.7833328
Haiti,Mont Organise,19.4,-71.7833328
Haiti,Cerca la Source,19.1666667,-71.7833328
Haiti,Derac,19.65,-71.8166656
Haiti,Carice,19.3833333,-71.8333359
Haiti,Thomassique,19.0833333,-71.8333359
Chile,Parral,-36.15,-71.8333359
Haiti,Fort Liberte,19.6677778,-71.8397217
Haiti,Thiote,18.25,-71.8499985
Haiti,Fond Verrettes,18.3913889,-71.8569412
Haiti,Phaeton,19.6741667,-71.8972244
Canada,Sherbrooke,45.400083,-71.8990784
Venezuela,San Carlos del Zulia,9.0041667,-71.9163895
Haiti,Perches,19.5166667,-71.9166641
Haiti,Lascahobas,18.8294444,-71.9363861
Haiti,Cornillon,18.6747222,-71.953331
Canada,Victoriaville,46.050067,-71.9657898
Haiti,Thomonde,19.0166667,-71.9666672
Chile,San Carlos,-36.4166667,-71.9666672
Haiti,Fond Parisien,18.5058333,-71.9766693
Peru,Cusco,-13.5183333,-71.9780579
Peru,Mollendo,-17.0230556,-72.0147247
Haiti,Caracol,19.6908333,-72.0161133
Haiti,Trou du Nord,19.6333333,-72.0166702
Haiti,Hinche,19.15,-72.0166702
Haiti,Belle-Anse,18.2372222,-72.0655594
Chile,Coihaique,-45.5752397,-72.0661926
Haiti,Ranquitte,19.4166667,-72.0833359
Haiti,Thomazeau,18.6519444,-72.0947189
Haiti,Mirebalais,18.8333333,-72.105278
Haiti,Bahon,19.4666667,-72.1166687
Haiti,Pignon,19.3333333,-72.1166687
Chile,Chillan,-36.6,-72.1166687
Haiti,Limonade,19.6697222,-72.1252747
Haiti,Maissade,19.1666667,-72.1333313
Haiti,Quartier Morin,19.6966667,-72.1569443
Haiti,Grande Riviere du Nord,19.5833333,-72.1833344
Haiti,Saint-Raphael,19.4333333,-72.1999969
Haiti,Cap-Haitien,19.7577778,-72.2041702
Haiti,Milot,19.6166667,-72.2166672
Venezuela,Tariba,7.8236111,-72.2213898
Haiti,Croix des Bouquets,18.575,-72.2249985
Venezuela,San Cristobal,7.7669444,-72.2249985
Chile,Villarrica,-39.2856855,-72.2278976
Haiti,Dondon,19.5333333,-72.2333298
Chile,Mulchen,-37.7166667,-72.2333298
Colombi,Maicao,11.3841667,-72.2441635
Venezuela,La Fria,8.2188889,-72.2483368
Venezuela,San Juan de Colon,8.0377778,-72.2519455
Haiti,Plaine du Nord,19.6833333,-72.2666702
Argentina,El Calafate,-50.3407497,-72.2768173
Haiti,Petionville,18.5125,-72.2852783
Haiti,Kenscoff,18.4505556,-72.2869415
Chile,Bulnes,-36.7333333,-72.3000031
Haiti,Delmas 73,18.5447222,-72.3027802
Haiti,Acul du Nord,19.6833333,-72.3166656
Haiti,Marigot,18.2338889,-72.3166656
Venezuela,Rosario,10.3166667,-72.3166656
Chile,Victoria,-38.2166667,-72.3333359
Chile,Panguipulli,-39.6333333,-72.3333359
Haiti,Port-au-Prince,18.5391667,-72.3349991
Haiti,Marmelade,19.5166667,-72.3499985
Chile,Cauquenes,-35.9666667,-72.3499985
Chile,Los Angeles,-37.4666667,-72.3499985
Venezuela,Rubio,7.7072222,-72.3538895
Haiti,Desarmes,18.9916667,-72.3888855
Colombi,Yopal,5.3394444,-72.394165
Haiti,Cayes Jacmel,18.2302778,-72.3961105
Haiti,Carrefour,18.5411401,-72.3992157
Haiti,Limbe,19.7,-72.4000015
Chile,Cabrero,-37.0333333,-72.4000015
Chile,Constitucion,-35.3333333,-72.4166641
Haiti,Cabaret,18.7358333,-72.4175034
Haiti,Port Margot,19.75,-72.4333344
Chile,Collipulli,-37.95,-72.4333344
Venezuela,San Antonio del Tachira,7.8177778,-72.4424973
Chile,Lautaro,-38.5166667,-72.4499969
Haiti,Plaisance,19.6,-72.4666672
Haiti,Verrettes,19.05,-72.4666672
Colombi,Villa del Rosario,7.8338889,-72.4741669
Canada,Drummondville,45.8833647,-72.4824142
Haiti,Ennery,19.4833333,-72.4833298
Chile,Puerto Natales,-51.7236255,-72.4874496
Haiti,Dessalines,19.2833333,-72.5
Colombi,Cucuta,7.8833333,-72.5052795
Colombi,Los Patios,7.8383333,-72.5133362
Haiti,Gressier,18.55,-72.5166702
Haiti,Le Borgne,19.85,-72.5333328
Haiti,Jacmel,18.2341667,-72.5347214
Venezuela,Machiques,10.0644444,-72.5449982
Canada,Trois-Rivieres,46.3500609,-72.549118
Haiti,Pilate,19.6666667,-72.5500031
Chile,Yumbel,-37.0833333,-72.5666656
Chile,Temuco,-38.7333333,-72.5999985
Chile,Loncoche,-39.3666667,-72.6333313
Haiti,Leogane,18.5108333,-72.6338882
Chile,Pitrufquen,-38.9833333,-72.6500015
Colombi,Pamplona,7.3780556,-72.6524963
Chile,Nacimiento,-37.5,-72.6666641
Haiti,Gros Morne,19.6666667,-72.6833344
Haiti,Gonaives,19.45,-72.6833344
Chile,Traiguen,-38.25,-72.6833344
Haiti,Saint-Marc,19.1166667,-72.6999969
Chile,La Laja,-37.2666667,-72.6999969
Peru,Camana,-16.6227778,-72.711113
Haiti,Saint-Louis du Nord,19.9333333,-72.7166672
Peru,Santa Ana,-12.8666667,-72.7166672
Chile,Angol,-37.8,-72.7166672
Canada,Granby,45.4000791,-72.7324295
Canada,Shawinigan,46.5667534,-72.7491302
Haiti,Grand Goave,18.4288889,-72.7705536
Haiti,Grande Saline,19.25,-72.7833328
Haiti,Fond Bassin Bleu,19.8,-72.8000031
Haiti,Ti Port-de-Paix,19.9333333,-72.8333359
Haiti,Anse a Galets,18.8316667,-72.8641663
Haiti,Petit Goave,18.4313889,-72.8669434
Peru,Abancay,-13.6338889,-72.8813858
Colombi,Riohacha,11.5444444,-72.9072189
Haiti,Arcahaie,19.8166667,-72.9166641
Colombi,Sogamoso,5.7205556,-72.9297256
Chile,Puerto Montt,-41.4716667,-72.9369431
Canada,Saint-Hyacinthe,45.6167758,-72.9491348
Chile,Tome,-36.6166667,-72.9499969
Chile,Nueva Imperial,-38.7333333,-72.9499969
Chile,Rio Bueno,-40.3166667,-72.9666672
Chile,Penco,-36.7333333,-72.9833298
Chile,Puerto Varas,-41.3166667,-72.9833298
Haiti,Cotes-de-Fer,18.1833333,-73
Chile,Chiguayante,-36.9166667,-73.0166702
Colombi,Duitama,5.8269444,-73.0202789
Chile,Concepcion,-36.826995,-73.0497665
Haiti,Anse Rouge,19.6333333,-73.0500031
Colombi,Piedecuesta,6.9894444,-73.0536118
Chile,La Union,-40.2833333,-73.0833359
Colombi,Floridablanca,7.0647222,-73.0897217
Haiti,Miragoane,18.45,-73.0999985
Canada,Sorel-Tracy,46.0333622,-73.1158447
Chile,Talcahuano,-36.7166667,-73.1166687
Colombi,Bucaramanga,7.1297222,-73.1258316
Haiti,Fond des Blancs,18.2833333,-73.1333313
Chile,Coronel,-37.0166667,-73.1333313
Chile,Calbuco,-41.7666667,-73.1333313
Chile,Osorno,-40.5666667,-73.1500015
Haiti,Petite Anse,19.6297222,-73.1544418
Chile,Lota,-37.0833333,-73.1666641
Chile,Carahue,-38.7,-73.1666641
Chile,Purranque,-40.9166667,-73.1666641
Colombi,Giron,7.0708333,-73.1730576
Haiti,Jean-Rabel,19.8533333,-73.1916656
Haiti,Baie de Henne,19.6627778,-73.2094421
Chile,Las Animas,-39.8086679,-73.2182083
Colombi,Agustin Codazzi,10.0358333,-73.2388916
Chile,Valdivia,-39.8142226,-73.2458954
Peru,Iquitos,-3.7480556,-73.2472229
Haiti,Petite Riviere de Nippes,18.4833333,-73.25
Colombi,Valledupar,10.4769444,-73.2505569
Canada,Saint-Jean-sur-Richelieu,45.3167807,-73.2658539
Chile,Arauco,-37.246301,-73.3175201
Haiti,Bombardopolis,19.7,-73.3333359
Haiti,Anse-a-Veau,18.5166667,-73.3499985
Chile,Curanilahue,-37.4666667,-73.3499985
Colombi,Ocana,8.2363889,-73.3577805
Colombi,Tunja,5.5352778,-73.367775
Haiti,Mole Saint-Nicolas,19.8,-73.3833313
Peru,Andahuaylas,-13.6555556,-73.3872223
Haiti,Aquin,18.2833333,-73.4000015
Chile,Canete,-37.8,-73.4000015
Canada,Joliette,46.0167719,-73.4491577
Canada,Brossard,45.4500795,-73.4658356
Haiti,Petit Trou de Nippes,18.5333333,-73.5166702
Haiti,Saint-Louis du Sud,18.2666667,-73.5500031
Colombi,Aguachica,8.3125,-73.6269455
Colombi,Villavicencio,4.1533333,-73.6350021
Haiti,Baraderes,18.4825,-73.6386108
Canada,Montreal,45.5167792,-73.6491776
Chile,Lebu,-37.6166667,-73.6500015
Canada,Saint-Laurent,45.5000795,-73.6658478
Haiti,Les Cayes,18.2,-73.75
Colombi,Acacias,3.9875,-73.7566681
Chile,Castro,-42.4720969,-73.7731934
Haiti,Torbeck,18.1666667,-73.8119431
Colombi,Chiquinquira,5.6188889,-73.8199997
Chile,Ancud,-41.8697222,-73.8202744
Colombi,Barrancabermeja,7.0652778,-73.8547211
Haiti,Chantal,18.2,-73.8833313
Haiti,Corail,18.5672222,-73.8922195
Colombi,El Banco,9.0047222,-73.9780579
Haiti,Roche-a-Bateau,18.1833333,-74
Canada,Saint-Jerome,45.7803642,-74.0036469
Colombi,Zipaquira,5.0283333,-74.0058365
United States,New York City,40.7142691,-74.0059738
Haiti,Coteaux,18.2,-74.0333328
Colombi,Chia,4.8666667,-74.0666656
United States,Jersey City,40.7281575,-74.0776443
Colombi,Bogota,4.6,-74.0833359
Haiti,Port-a-Piment,18.25,-74.0999985
Haiti,Jeremie,18.65,-74.1166687
Canada,Salaberry-de-Valleyfield,45.2500834,-74.1325378
Haiti,Chardonniere,18.2666667,-74.1666641
United States,Newark,40.735657,-74.1723633
Colombi,Fundacion,10.5213889,-74.1866684
Colombi,Santa Marta,11.2472222,-74.2016678
Haiti,Les Anglais,18.3,-74.2166672
Colombi,Funza,4.7166667,-74.2166672
Colombi,Soacha,4.5872222,-74.2213898
Peru,Ayacucho,-13.1583333,-74.2238922
Haiti,Moron,18.5666667,-74.25
Peru,Huanta,-12.9333333,-74.25
Colombi,Cienaga,11.0094444,-74.2541656
Colombi,Madrid,4.7344444,-74.2683334
Haiti,Abricots,18.6333333,-74.3000031
Haiti,Chambellan,18.5666667,-74.3166656
Colombi,Facatativa,4.8166667,-74.3666687
Colombi,Fusagasuga,4.3438889,-74.367775
Haiti,Tiburon,18.3333333,-74.4000015
Haiti,Dame-Marie,18.5666667,-74.4166641
Haiti,Les Irois,18.4,-74.4499969
Cuba,Baracoa,20.3466667,-74.4958344
Peru,Pucallpa,-8.3791474,-74.5538635
Peru,Satipo,-11.2522222,-74.6386108
Colombi,La Dorada,5.4522222,-74.6691666
Colombi,Segovia,7.0833333,-74.7036133
Canada,Cornwall,45.0333933,-74.7325821
Colombi,Magangue,9.2413889,-74.753334
Colombi,Soledad,10.9172222,-74.7666702
Colombi,Malambo,10.8588889,-74.773056
Colombi,Plato,9.7919444,-74.7872238
Colombi,Barranquilla,10.9638889,-74.7963867
Colombi,Girardot,4.3030556,-74.8008347
Colombi,El Bagre,7.5941667,-74.8119431
Colombi,Espinal,4.1527778,-74.8886108
Colombi,Baranoa,10.7997222,-74.918335
Colombi,Sabanalarga,10.6377778,-74.9227753
Cuba,Moa,20.6569444,-74.9402771
Peru,Nazca,-14.8333333,-74.9499969
Peru,Huancavelica,-12.7666667,-74.9833298
Cuba,Rio Guayabal de Yateras,20.3666667,-75.0166702
Colombi,El Carmen de Bolivar,9.7222222,-75.1330566
United States,Philadelphia,39.952335,-75.1637878
Colombi,Caucasia,7.9869444,-75.1972198
Cuba,Guantanamo,20.1444444,-75.2091675
Colombi,Ibague,4.4388889,-75.2322235
Peru,Huancayo,-12.0666667,-75.2333298
Cuba,Sagua de Tanamo,20.5819444,-75.2413864
Colombi,Corozal,9.3177778,-75.2958298
